nse_symbol,yahoo_symbol,company_name,yahoo_sector,sector_index_name,sector_index_symbol
NAVNETEDUL,NAVNETEDUL.NS,Navneet Education Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
NAZARA,NAZARA.NS,Nazara Technologies Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
NBCC,NBCC.NS,NBCC (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
NBIFIN,NBIFIN.NS,N.B.I. Industrial Finance Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NCC,NCC.NS,NCC Limited,Industrials,NIFTY INFRA,^CNXINFRA
NCLIND,NCLIND.NS,NCL Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NDGL,NDGL.NS,Naga Dhunseri Group Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NDL,NDL.NS,Nandan Denim Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NDLVENTURE,NDLVENTURE.NS,NDL Ventures Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
NDRAUTO,NDRAUTO.NS,NDR Auto Components Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NDTV,NDTV.NS,New Delhi Television Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
NECCLTD,NECCLTD.NS,North Eastern Carrying Corporation Limited,Industrials,NIFTY INFRA,^CNXINFRA
NELCAST,NELCAST.NS,Nelcast Limited,Industrials,NIFTY INFRA,^CNXINFRA
NELCO,NELCO.NS,Nelco Limited,Technology,NIFTY IT,^CNXIT
NEOGEN,NEOGEN.NS,Neogen Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NEPHROPLUS,NEPHROPLUS.NS,NEPHROPLUS,Healthcare,NIFTY PHARMA,^CNXPHARMA
NESCO,NESCO.NS,Nesco Limited,Industrials,NIFTY INFRA,^CNXINFRA
NESTLEIND,NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
NETWEB,NETWEB.NS,Netweb Technologies India Limited,Technology,NIFTY IT,^CNXIT
NETWORK18,NETWORK18.NS,Network18 Media & Investments Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
NEULANDLAB,NEULANDLAB.NS,Neuland Laboratories Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
NEWGEN,NEWGEN.NS,Newgen Software Technologies Limited,Technology,NIFTY IT,^CNXIT
NEXTMEDIA,NEXTMEDIA.NS,Next Mediaworks Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
NFL,NFL.NS,National Fertilizers Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NGIL,NGIL.NS,Nakoda Group of Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
NGLFINE,NGLFINE.NS,NGL Fine-Chem Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
NH,NH.NS,Narayana Hrudayalaya Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
NHPC,NHPC.NS,NHPC Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
NIACL,NIACL.NS,The New India Assurance Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NIBE,NIBE.NS,Nibe Limited,Industrials,NIFTY INFRA,^CNXINFRA
NIBL,NIBL.NS,NRB Industrial Bearings Limited,Industrials,NIFTY INFRA,^CNXINFRA
NIITLTD,NIITLTD.NS,NIIT Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
NIITMTS,NIITMTS.NS,NIIT Learning Systems Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
NILAINFRA,NILAINFRA.NS,Nila Infrastructures Limited,Real Estate,NIFTY REALTY,^CNXREALTY
NILKAMAL,NILKAMAL.NS,Nilkamal Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NINSYS,NINSYS.NS,NINtec Systems Limited,Technology,NIFTY IT,^CNXIT
NIPPOBATRY,NIPPOBATRY.NS,Indo National Limited,Industrials,NIFTY INFRA,^CNXINFRA
NIRAJ,NIRAJ.NS,Niraj Cement Structurals Limited,Industrials,NIFTY INFRA,^CNXINFRA
NIRAJISPAT,NIRAJISPAT.NS,Niraj Ispat Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NITCO,NITCO.NS,NITCO Limited,Industrials,NIFTY INFRA,^CNXINFRA
NITINSPIN,NITINSPIN.NS,Nitin Spinners Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NITIRAJ,NITIRAJ.NS,Nitiraj Engineers Limited,Technology,NIFTY IT,^CNXIT
NIVABUPA,NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NKIND,NKIND.NS,N.K Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
NLCINDIA,NLCINDIA.NS,NLC India Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
NMDC,NMDC.NS,NMDC Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NOCIL,NOCIL.NS,NOCIL Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NOIDATOLL,NOIDATOLL.NS,Noida Toll Bridge Company Limited,Industrials,NIFTY INFRA,^CNXINFRA
NORTHARC,NORTHARC.NS,Northern Arc Capital Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NOVAAGRI,NOVAAGRI.NS,Nova Agritech Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NPST,NPST.NS,NPST,Technology,NIFTY IT,^CNXIT
NRAIL,NRAIL.NS,N R Agarwal Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NRBBEARING,NRBBEARING.NS,NRB Bearings Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NRL,NRL.NS,Nupur Recyclers Limited,Industrials,NIFTY INFRA,^CNXINFRA
NSIL,NSIL.NS,Nalwa Sons Investments Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NSLNISP,NSLNISP.NS,NMDC Steel Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NTPC,NTPC.NS,NTPC Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
NTPCGREEN,NTPCGREEN.NS,NTPCGREEN,Utilities,NIFTY PSU BANK,^CNXPSUBANK
NUCLEUS,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,NIFTY IT,^CNXIT
NURECA,NURECA.NS,Nureca Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
NUVAMA,NUVAMA.NS,Nuvama Wealth Management Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NUVOCO,NUVOCO.NS,Nuvoco Vistas Corporation Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NYKAA,NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
OAL,OAL.NS,Oriental Aromatics Limited,Basic Materials,NIFTY METAL,^CNXMETAL
OBCL,OBCL.NS,Orissa Bengal Carrier Limited,Industrials,NIFTY INFRA,^CNXINFRA
OBEROIRLTY,OBEROIRLTY.NS,Oberoi Realty Limited,Real Estate,NIFTY REALTY,^CNXREALTY
OCCLLTD,OCCLLTD.NS,OCCL Limited,Basic Materials,NIFTY METAL,^CNXMETAL
ODIGMA,ODIGMA.NS,Odigma Consultancy Solutions Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
OFSS,OFSS.NS,Oracle Financial Services Software Limited,Technology,NIFTY IT,^CNXIT
OIL,OIL.NS,Oil India Limited,Energy,NIFTY ENERGY,^CNXENERGY
OILCOUNTUB,OILCOUNTUB.NS,Oil Country Tubular Limited,Energy,NIFTY ENERGY,^CNXENERGY
OLAELEC,OLAELEC.NS,OLAELEC,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
OLECTRA,OLECTRA.NS,Olectra Greentech Limited,Industrials,NIFTY INFRA,^CNXINFRA
OMAXAUTO,OMAXAUTO.NS,Omax Autos Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
OMAXE,OMAXE.NS,Omaxe Limited,Real Estate,NIFTY REALTY,^CNXREALTY
OMFREIGHT,OMFREIGHT.NS,OMFREIGHT,Industrials,NIFTY INFRA,^CNXINFRA
OMINFRAL,OMINFRAL.NS,Om Infra Limited,Industrials,NIFTY INFRA,^CNXINFRA
ONEPOINT,ONEPOINT.NS,One Point One Solutions Limited,Industrials,NIFTY INFRA,^CNXINFRA
ONESOURCE,ONESOURCE.NS,ONESOURCE,Healthcare,NIFTY PHARMA,^CNXPHARMA
ONGC,ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,NIFTY ENERGY,^CNXENERGY
ONMOBILE,ONMOBILE.NS,OnMobile Global Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
ONWARDTEC,ONWARDTEC.NS,Onward Technologies Limited,Technology,NIFTY IT,^CNXIT
OPTIEMUS,OPTIEMUS.NS,Optiemus Infracom Limited,Technology,NIFTY IT,^CNXIT
ORBTEXP,ORBTEXP.NS,Orbit Exports Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ORCHASP,ORCHASP.NS,Orchasp Limited,Technology,NIFTY IT,^CNXIT
ORCHPHARMA,ORCHPHARMA.NS,Orchid Pharma Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
ORIENTALTL,ORIENTALTL.NS,Oriental Trimex Limited,Industrials,NIFTY INFRA,^CNXINFRA
ORIENTBELL,ORIENTBELL.NS,Orient Bell Limited,Industrials,NIFTY INFRA,^CNXINFRA
ORIENTCEM,ORIENTCEM.NS,Orient Cement Limited,Basic Materials,NIFTY METAL,^CNXMETAL
ORIENTCER,ORIENTCER.NS,Orient Ceratech Limited,Basic Materials,NIFTY METAL,^CNXMETAL
ORIENTELEC,ORIENTELEC.NS,Orient Electric Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ORIENTHOT,ORIENTHOT.NS,Oriental Hotels Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ORIENTLTD,ORIENTLTD.NS,Orient Press Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ORIENTPPR,ORIENTPPR.NS,Orient Paper & Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
ORIENTTECH,ORIENTTECH.NS,ORIENTTECH,Technology,NIFTY IT,^CNXIT
ORISSAMINE,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,Basic Materials,NIFTY METAL,^CNXMETAL
ORKLAINDIA,ORKLAINDIA.NS,ORKLAINDIA,Consumer Defensive,NIFTY FMCG,^CNXFMCG
OSIAHYPER,OSIAHYPER.NS,Osia Hyper Retail Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
OSWALAGRO,OSWALAGRO.NS,Oswal Agro Mills Limited,Real Estate,NIFTY REALTY,^CNXREALTY
OSWALGREEN,OSWALGREEN.NS,Oswal Greentech Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
OSWALPUMPS,OSWALPUMPS.NS,OSWALPUMPS,Industrials,NIFTY INFRA,^CNXINFRA
OSWALSEEDS,OSWALSEEDS.NS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PACEDIGITK,PACEDIGITK.NS,Pace Digitek Limited,Technology,NIFTY IT,^CNXIT
PAGEIND,PAGEIND.NS,Page Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PAISALO,PAISALO.NS,Paisalo Digital Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PAKKA,PAKKA.NS,Pakka Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PALASHSECU,PALASHSECU.NS,Palash Securities Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
PALREDTEC,PALREDTEC.NS,Palred Technologies Limited,Technology,NIFTY IT,^CNXIT
PANACEABIO,PANACEABIO.NS,Panacea Biotec Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
PANAMAPET,PANAMAPET.NS,Panama Petrochem Limited,Energy,NIFTY ENERGY,^CNXENERGY
PAR,PAR.NS,Par Drugs and Chemicals Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
PARACABLES,PARACABLES.NS,Paramount Communications Limited,Technology,NIFTY IT,^CNXIT
PARADEEP,PARADEEP.NS,Paradeep Phosphates Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PARAGMILK,PARAGMILK.NS,Parag Milk Foods Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
PARAS,PARAS.NS,Paras Defence and Space Technologies Limited,Industrials,NIFTY INFRA,^CNXINFRA
PARASPETRO,PARASPETRO.NS,Paras Petrofils Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PARKHOSPS,PARKHOSPS.NS,PARKHOSPS,Healthcare,NIFTY PHARMA,^CNXPHARMA
PARKHOTELS,PARKHOTELS.NS,PARKHOTELS,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PARSVNATH,PARSVNATH.NS,Parsvnath Developers Limited,Real Estate,NIFTY REALTY,^CNXREALTY
PASHUPATI,PASHUPATI.NS,Pashupati Cotspin Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PASUPTAC,PASUPTAC.NS,Pasupati Acrylon Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PATANJALI,PATANJALI.NS,Patanjali Foods Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
PATELENG,PATELENG.NS,Patel Engineering Limited,Industrials,NIFTY INFRA,^CNXINFRA
PATELRMART,PATELRMART.NS,PATELRMART,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PATINTLOG,PATINTLOG.NS,Patel Integrated Logistics Limited,Industrials,NIFTY INFRA,^CNXINFRA
PAUSHAKLTD,PAUSHAKLTD.NS,Paushak Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PAVNAIND,PAVNAIND.NS,Pavna Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PAYTM,PAYTM.NS,One97 Communications Limited,Technology,NIFTY IT,^CNXIT
PCBL,PCBL.NS,PCBL Chemical Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PCJEWELLER,PCJEWELLER.NS,PC Jeweller Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PDMJEPAPER,PDMJEPAPER.NS,Pudumjee Paper Products Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PDSL,PDSL.NS,PDS Limited,Industrials,NIFTY INFRA,^CNXINFRA
PEARLPOLY,PEARLPOLY.NS,Pearl Polymers Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PENIND,PENIND.NS,Pennar Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
PENINLAND,PENINLAND.NS,Peninsula Land Limited,Real Estate,NIFTY REALTY,^CNXREALTY
PERSISTENT,PERSISTENT.NS,Persistent Systems Limited,Technology,NIFTY IT,^CNXIT
PETRONET,PETRONET.NS,Petronet LNG Limited,Energy,NIFTY ENERGY,^CNXENERGY
PFC,PFC.NS,Power Finance Corporation Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PFIZER,PFIZER.NS,Pfizer Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
PFOCUS,PFOCUS.NS,Prime Focus Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
PFS,PFS.NS,PTC India Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PGEL,PGEL.NS,PG Electroplast Limited,Technology,NIFTY IT,^CNXIT
PGHH,PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
PGHL,PGHL.NS,Procter & Gamble Health Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
PGIL,PGIL.NS,Pearl Global Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PHOENIXLTD,PHOENIXLTD.NS,The Phoenix Mills Limited,Real Estate,NIFTY REALTY,^CNXREALTY
PICCADIL,PICCADIL.NS,Piccadily Agro Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
PIDILITIND,PIDILITIND.NS,Pidilite Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PIGL,PIGL.NS,Power & Instrumental (Gujarat) Limited,Industrials,NIFTY INFRA,^CNXINFRA
PIIND,PIIND.NS,PI Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PILANIINVS,PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PILITA,PILITA.NS,Pil Italica Lifestyle Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PINELABS,PINELABS.NS,PINELABS,Technology,NIFTY IT,^CNXIT
PIONEEREMB,PIONEEREMB.NS,Pioneer Embroideries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PIRAMALFIN,PIRAMALFIN.NS,PIRAMALFIN,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PITTIENG,PITTIENG.NS,Pitti Engineering Limited,Industrials,NIFTY INFRA,^CNXINFRA
PIXTRANS,PIXTRANS.NS,PIX Transmissions Limited,Industrials,NIFTY INFRA,^CNXINFRA
PKTEA,PKTEA.NS,The Peria Karamalai Tea and Produce Company Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
PLASTIBLEN,PLASTIBLEN.NS,Plastiblends India Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PLATIND,PLATIND.NS,Platinum Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PLAZACABLE,PLAZACABLE.NS,Plaza Wires Limited,Industrials,NIFTY INFRA,^CNXINFRA
PNB,PNB.NS,Punjab National Bank,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PNBGILTS,PNBGILTS.NS,PNB Gilts Ltd.,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PNBHOUSING,PNBHOUSING.NS,PNB Housing Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PNC,PNC.NS,Pritish Nandy Communications Ltd,Communication Services,NIFTY MEDIA,^CNXMEDIA
PNCINFRA,PNCINFRA.NS,PNC Infratech Limited,Industrials,NIFTY INFRA,^CNXINFRA
PNGJL,PNGJL.NS,PNGJL,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
POCL,POCL.NS,Pondy Oxides And Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PODDARMENT,PODDARMENT.NS,Poddar Pigments Limited,Basic Materials,NIFTY METAL,^CNXMETAL
POKARNA,POKARNA.NS,Pokarna Limited,Industrials,NIFTY INFRA,^CNXINFRA
POLICYBZR,POLICYBZR.NS,PB Fintech Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
POLYCAB,POLYCAB.NS,Polycab India Limited,Industrials,NIFTY INFRA,^CNXINFRA
POLYMED,POLYMED.NS,Poly Medicure Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
POLYPLEX,POLYPLEX.NS,Polyplex Corporation Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PONNIERODE,PONNIERODE.NS,Ponni Sugars (Erode) Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
POONAWALLA,POONAWALLA.NS,Poonawalla Fincorp Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
POWERGRID,POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
POWERINDIA,POWERINDIA.NS,Hitachi Energy India Limited,Industrials,NIFTY INFRA,^CNXINFRA
POWERMECH,POWERMECH.NS,Power Mech Projects Limited,Industrials,NIFTY INFRA,^CNXINFRA
PPAP,PPAP.NS,PPAP Automotive Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PPL,PPL.NS,Prakash Pipes Limited,Industrials,NIFTY INFRA,^CNXINFRA
PPLPHARMA,PPLPHARMA.NS,Piramal Pharma Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
PRABHA,PRABHA.NS,Prabha Energy Limited,Energy,NIFTY ENERGY,^CNXENERGY
PRAJIND,PRAJIND.NS,Praj Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
PRAKASH,PRAKASH.NS,Prakash Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PRAKASHSTL,PRAKASHSTL.NS,Prakash Steelage Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PRAXIS,PRAXIS.NS,Praxis Home Retail Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PRECAM,PRECAM.NS,Precision Camshafts Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PRECOT,PRECOT.NS,Precot Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PRECWIRE,PRECWIRE.NS,Precision Wires India Limited,Industrials,NIFTY INFRA,^CNXINFRA
PREMEXPLN,PREMEXPLN.NS,Premier Explosives Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PREMIERENE,PREMIERENE.NS,PREMIERENE,Technology,NIFTY IT,^CNXIT
PREMIERPOL,PREMIERPOL.NS,Premier Polyfilm Ltd.,Basic Materials,NIFTY METAL,^CNXMETAL
PRESTIGE,PRESTIGE.NS,Prestige Estates Projects Limited,Real Estate,NIFTY REALTY,^CNXREALTY
PRICOLLTD,PRICOLLTD.NS,Pricol Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PRIMESECU,PRIMESECU.NS,Prime Securities Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PRIMO,PRIMO.NS,Primo Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PRINCEPIPE,PRINCEPIPE.NS,Prince Pipes and Fittings Limited,Industrials,NIFTY INFRA,^CNXINFRA
PRITI,PRITI.NS,Priti International Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PRITIKAUTO,PRITIKAUTO.NS,Pritika Auto Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
PRIVISCL,PRIVISCL.NS,Privi Speciality Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PROSTARM,PROSTARM.NS,PROSTARM,Industrials,NIFTY INFRA,^CNXINFRA
PROTEAN,PROTEAN.NS,Protean eGov Technologies Limited,Technology,NIFTY IT,^CNXIT
PRSMJOHNSN,PRSMJOHNSN.NS,Prism Johnson Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PRUDENT,PRUDENT.NS,Prudent Corporate Advisory Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PRUDMOULI,PRUDMOULI.NS,Prudential Sugar Corporation Ltd.,Consumer Defensive,NIFTY FMCG,^CNXFMCG
PSB,PSB.NS,Punjab & Sind Bank,Financial Services,NIFTY FIN SERVICE,^CNXFIN
PSPPROJECT,PSPPROJECT.NS,PSP Projects Limited,Industrials,NIFTY INFRA,^CNXINFRA
PTC,PTC.NS,PTC India Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
PTCIL,PTCIL.NS,PTC Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
PTL,PTL.NS,PTL Enterprises Limited,Real Estate,NIFTY REALTY,^CNXREALTY
PUNJABCHEM,PUNJABCHEM.NS,Punjab Chemicals and Crop Protection Limited,Basic Materials,NIFTY METAL,^CNXMETAL
PURVA,PURVA.NS,Puravankara Limited,Real Estate,NIFTY REALTY,^CNXREALTY
PVRINOX,PVRINOX.NS,PVR INOX Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
PVSL,PVSL.NS,Popular Vehicles and Services Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
PWL,PWL.NS,Physicswallah Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
PYRAMID,PYRAMID.NS,Pyramid Technoplast Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
QPOWER,QPOWER.NS,QPOWER,Industrials,NIFTY INFRA,^CNXINFRA
QUADFUTURE,QUADFUTURE.NS,QUADFUTURE,Industrials,NIFTY INFRA,^CNXINFRA
QUESS,QUESS.NS,Quess Corp Limited,Industrials,NIFTY INFRA,^CNXINFRA
QUICKHEAL,QUICKHEAL.NS,Quick Heal Technologies Limited,Technology,NIFTY IT,^CNXIT
RACE,RACE.NS,Race Eco Chain Limited,Industrials,NIFTY INFRA,^CNXINFRA
RACLGEAR,RACLGEAR.NS,RACL Geartech Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
RADAAN,RADAAN.NS,Radaan Mediaworks India Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
RADHIKAJWE,RADHIKAJWE.NS,Radhika Jeweltech Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
RADIANTCMS,RADIANTCMS.NS,Radiant Cash Management Services Limited,Industrials,NIFTY INFRA,^CNXINFRA
RADICO,RADICO.NS,Radico Khaitan Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
RADIOCITY,RADIOCITY.NS,Music Broadcast Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
RAILTEL,RAILTEL.NS,RailTel Corporation of India Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
RAIN,RAIN.NS,Rain Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RAINBOW,RAINBOW.NS,Rainbow Children's Medicare Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
RAJMET,RAJMET.NS,Rajnandini Metal Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RAJOOENG,RAJOOENG.NS,Rajoo Engineers Limited,Industrials,NIFTY INFRA,^CNXINFRA
RAJRATAN,RAJRATAN.NS,Rajratan Global Wire Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RAJSREESUG,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
RAJTV,RAJTV.NS,Raj Television Network Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
RALLIS,RALLIS.NS,Rallis India Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RAMANEWS,RAMANEWS.NS,Shree Rama Newsprint Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
RAMAPHO,RAMAPHO.NS,Rama Phosphates Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RAMASTEEL,RAMASTEEL.NS,Rama Steel Tubes Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RAMCOCEM,RAMCOCEM.NS,The Ramco Cements Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RAMCOIND,RAMCOIND.NS,Ramco Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
RAMCOSYS,RAMCOSYS.NS,Ramco Systems Limited,Technology,NIFTY IT,^CNXIT
RAMKY,RAMKY.NS,Ramky Infrastructure Limited,Industrials,NIFTY INFRA,^CNXINFRA
RAMRAT,RAMRAT.NS,Ram Ratna Wires Limited,Industrials,NIFTY INFRA,^CNXINFRA
RANASUG,RANASUG.NS,Rana Sugars Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
RANEHOLDIN,RANEHOLDIN.NS,Rane Holdings Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
RATEGAIN,RATEGAIN.NS,RateGain Travel Technologies Limited,Technology,NIFTY IT,^CNXIT
RATNAMANI,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RATNAVEER,RATNAVEER.NS,Ratnaveer Precision Engineering Limited,Basic Materials,NIFTY METAL,^CNXMETAL
RAYMOND,RAYMOND.NS,Raymond Limited,Industrials,NIFTY INFRA,^CNXINFRA
RAYMONDLSL,RAYMONDLSL.NS,Raymond Lifestyle Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
RAYMONDREL,RAYMONDREL.NS,Raymond Realty Limited,Real Estate,NIFTY REALTY,^CNXREALTY
