symbol,rsi_daily,rsi_weekly,rsi_monthly,ENTRY_READY
JAGSNPHARM,31.73,33.23,48,False
CREDITACC,49.7,51.55,47,False
INDIANCARD,34.53,34.84,39,False
5PAISA,53.19,49.67,34,False
ELECTHERM,39.48,40.73,54,False
AARTIDRUGS,38.24,35.66,40,False
ALKYLAMINE,36.31,32.41,37,False
JCHAC,27.42,20.5,48,False
MPHASIS,42.87,49.62,54,False
SIGIND,34.56,37.36,38,False
DYNAMATECH,52.66,57.12,63,False
RUCHINFRA,36.76,33.0,32,False
RAMCOIND,53.18,51.05,60,False
KOTHARIPET,32.24,30.38,43,False
HERITGFOOD,15.56,29.86,47,False
SBCL,38.58,38.56,42,False
BANKBARODA,54.3,65.9,66,False
HDFCLIFE,42.26,45.61,57,False
SONACOMS,56.43,54.48,46,False
SHYAMMETL,57.38,49.52,55,False
OSWALGREEN,33.9,29.29,41,False
GAIL,46.54,42.36,49,False
SKMEGGPROD,28.22,35.67,40,False
3MINDIA,53.09,61.73,55,False
BANKINDIA,62.63,76.8,64,True
INDNIPPON,28.52,35.21,48,False
CONCOR,47.91,41.27,35,False
INDRAMEDCO,24.02,35.91,52,False
BIRLACABLE,49.68,37.95,35,False
TCIFINANCE,57.25,59.56,67,False
DCMFINSERV,26.86,30.17,45,False
HAPPSTMNDS,25.79,24.03,21,False
BIRLACORPN,34.65,35.46,37,False
KCPSUGIND,28.57,23.1,37,False
DODLA,41.26,41.99,52,False
SNOWMAN,41.8,32.46,36,False
KIMS,34.34,38.45,54,False
INDSWFTLAB,63.81,59.94,54,False
ICEMAKE,52.41,47.66,53,False
SAREGAMA,35.46,27.34,45,False
FDC,38.87,35.36,44,False
ENGINERSIN,37.35,37.77,41,False
MADRASFERT,44.9,40.79,38,False
HINDCON,32.59,25.82,31,False
IPL,36.38,37.44,28,False
BLUEDART,44.2,42.3,43,False
ADROITINFO,32.03,32.16,36,False
GANGAFORGE,51.11,39.13,22,False
ICICIBANK,46.11,46.74,65,False
IRCON,56.03,48.38,43,False
SHARDACROP,70.1,63.1,67,False
SVPGLOB,40.83,44.24,36,False
CLEAN,38.13,24.02,35,False
GRINFRA,39.83,31.58,42,False
SHEMAROO,28.18,34.05,36,False
MAZDOCK,54.22,45.65,59,False
ETERNAL,40.21,43.1,61,False
KPIGREEN,35.39,38.31,48,False
SGIL,46.32,47.31,59,False
BOMDYEING,27.36,30.32,38,False
CIGNITITEC,37.18,47.39,59,False
JAICORPLTD,33.14,38.94,35,False
TATVA,34.46,47.8,48,False
STYLAMIND,63.35,65.36,64,False
ANTGRAPHIC,30.53,33.68,42,False
GMDCLTD,56.75,58.87,61,False
MAHAPEXLTD,46.87,41.16,37,False
INDUSINDBK,57.37,58.35,38,False
BPCL,55.62,63.06,68,False
PDSL,48.57,46.23,37,False
UTIAMC,24.6,29.13,48,False
ROLEXRINGS,56.74,44.27,36,False
PRITIKAUTO,27.86,25.93,20,False
BPL,42.93,37.01,38,False
UGROCAP,33.35,34.17,32,False
KRSNAA,39.11,43.13,50,False
WINDLAS,58.0,46.63,57,False
DEVYANI,31.99,30.35,35,False
ASAHIINDIA,54.26,63.94,74,False
EPIGRAL,16.45,21.14,44,False
AAVAS,42.41,40.61,46,False
MOL,37.68,33.29,40,False
NGIL,40.77,40.06,32,False
CARTRADE,45.68,54.57,73,False
NUVOCO,42.43,37.13,47,False
APTUS,48.29,40.93,38,False
CHEMPLASTS,40.56,31.51,31,False
BRITANNIA,50.09,52.5,58,False
GRSE,64.31,56.31,63,False
YUKEN,46.3,38.51,50,False
SERVOTECH,6.22,19.23,40,False
JAIPURKURT,64.22,52.04,38,False
KOTHARIPRO,32.21,34.51,45,False
VIJAYA,40.24,43.39,59,False
BSL,31.58,40.02,43,False
INTLCONV,36.88,39.48,45,False
ASTRAZEN,42.51,46.78,56,False
GANESHBE,35.27,28.69,18,False
PAR,39.6,35.76,39,False
J&KBANK,51.11,51.78,43,False
SHANTI,18.89,30.29,32,False
ARCHIES,23.04,31.49,33,False
CUB,69.1,82.23,79,False
CYIENT,49.25,45.83,32,False
SANSERA,57.05,62.54,68,True
LIKHITHA,27.22,20.06,39,False
CANFINHOME,61.82,70.08,63,True
LAGNAM,37.26,32.36,44,False
AXISBANK,66.79,68.57,64,False
PARAS,59.16,51.34,49,False
GRAPHITE,54.68,59.93,56,False
INTELLECT,35.17,43.07,49,False
MONTECARLO,29.83,39.82,46,False
SOUTHBANK,38.56,54.63,60,False
CARBORUNIV,36.73,34.93,40,False
COASTCORP,56.61,58.0,46,False
ABSLAMC,48.21,47.98,61,False
EIFFL,57.19,58.79,69,False
PASUPTAC,40.83,46.62,50,False
ATGL,31.9,32.65,30,False
AIROLAM,40.67,36.74,39,False
GOODLUCK,50.85,50.84,52,False
PANSARI,50.59,60.5,70,False
ARTNIRMAN,34.61,37.11,38,False
BHAGCHEM,35.11,30.7,51,False
CENTENKA,39.48,38.39,48,False
CAMLINFINE,39.92,35.23,47,False
DTIL,38.36,33.82,33,False
3IINFOLTD,32.67,30.3,12,False
ABREL,21.68,27.48,43,False
MEDICAMEQ,35.72,41.98,43,False
CESC,39.42,42.48,51,False
GULPOLY,34.62,32.17,38,False
APOLSINHOT,53.31,46.68,36,False
IGARASHI,43.7,38.58,43,False
NATIONALUM,68.38,87.8,84,False
CHAMBLFERT,50.63,34.36,51,False
CCHHL,23.04,26.33,43,False
LAMBODHARA,46.3,41.69,39,False
DNAMEDIA,31.76,34.17,35,False
KRITI,23.95,27.7,43,False
MANORG,32.29,39.78,48,False
RSSOFTWARE,27.23,28.31,46,False
TECHNOE,34.9,33.79,48,False
IRIS,50.9,47.32,59,False
GRPLTD,42.06,35.7,50,False
NYKAA,32.78,50.26,63,False
LAXMICOT,24.56,17.79,32,False
FINOPB,34.24,37.46,40,False
SONATSOFTW,34.12,36.7,31,False
GENUSPAPER,23.59,22.74,30,False
SJS,52.65,63.32,78,False
POLICYBZR,42.35,44.55,58,False
SIGACHI,17.13,27.69,31,False
FOODSIN,25.95,23.61,30,False
PAYTM,34.18,46.74,58,False
IVC,42.72,44.58,42,False
MOLDTKPAC,30.43,29.18,39,False
SAPPHIRE,27.42,23.46,32,False
JINDALSTEL,65.91,64.74,68,False
EXIDEIND,24.41,26.54,46,False
NIPPOBATRY,27.84,29.06,34,False
SBC,64.94,81.93,68,False
STEELCAS,36.11,37.0,53,False
LATENTVIEW,40.44,45.22,45,False
FOCUS,37.48,31.19,29,False
SMLT,25.02,22.26,15,False
GREENLAM,39.31,45.59,47,False
CHOLAFIN,40.71,50.87,60,False
DHRUV,20.41,25.99,45,False
BAJAJHCARE,30.41,30.23,45,False
VISHNU,59.75,56.0,59,False
RPPL,31.73,30.23,31,False
CIPLA,23.69,31.26,45,False
TARSONS,28.02,20.5,30,False
GANECOS,22.94,21.11,39,False
LINC,42.91,41.51,42,False
MENONBE,45.36,45.97,45,False
GOCOLORS,25.65,19.23,30,False
DMCC,38.14,34.48,40,False
BSOFT,56.1,55.15,32,False
AARTIIND,56.37,44.63,36,False
HEMIPROP,42.54,44.04,37,False
SHIVALIK,26.24,26.05,31,False
DICIND,62.15,50.17,53,False
ASIANENE,42.14,36.84,43,False
HESTERBIO,40.71,38.61,48,False
ACCELYA,39.93,41.2,37,False
SHRADHA,37.92,34.8,50,False
STARHEALTH,53.76,52.19,46,False
TEGA,26.51,40.59,57,False
JMA,39.35,36.07,33,False
ZODIAC,29.64,25.09,45,False
SHALBY,24.0,31.48,36,False
ANANDRATHI,40.82,55.42,71,False
HEUBACHIND,33.4,21.52,31,False
MICEL,51.29,41.79,50,False
RATEGAIN,40.66,50.5,46,False
SHRIRAMPPS,33.37,34.4,36,False
JETFREIGHT,63.43,62.94,56,False
MAPMYINDIA,24.48,25.51,37,False
HCLTECH,56.28,63.17,58,False
METROBRAND,42.98,40.7,47,False
MEDPLUS,52.93,49.13,53,False
JTLIND,52.91,49.6,36,False
DCMSRIND,8.87,17.89,22,False
DATAPATTNS,54.05,50.69,56,False
STAR,52.14,51.54,54,False
HPAL,35.3,31.48,21,False
COROMANDEL,51.14,52.23,66,False
SUPRIYA,35.75,44.05,61,False
RAJESHEXPO,36.44,37.09,30,False
GLENMARK,60.5,57.56,69,False
MANAKCOAT,39.79,46.07,62,False
COSMOFIRST,26.04,29.51,46,False
HECPROJECT,29.58,34.36,51,False
HAVISHA,27.75,29.15,32,False
MANAKSTEEL,43.96,46.25,39,False
WOCKPHARMA,53.8,49.17,62,False
ZENTEC,60.57,46.83,54,False
LCCINFOTEC,65.98,55.05,57,False
NRBBEARING,44.58,45.11,43,False
NPST,19.4,27.07,47,False
KRISHIVAL,26.94,32.06,48,False
CRISIL,53.71,46.6,52,False
RMDRIP,87.33,83.25,96,False
EUROBOND,36.35,40.43,46,False
PASHUPATI,50.75,65.07,83,False
JSLL,41.52,37.21,47,False
ABCOTS,56.83,50.4,65,False
MWL,62.59,71.27,75,True
SOLEX,26.26,37.92,51,False
SHIVAUM,68.51,61.99,53,False
CGPOWER,39.55,35.79,51,False
CMSINFO,30.73,26.04,41,False
IMAGICAA,50.51,40.47,38,False
MONARCH,51.24,42.55,49,False
DABUR,45.65,49.45,50,False
KEEPLEARN,41.81,34.81,44,False
UNIINFO,36.54,33.34,35,False
WEL,33.25,43.23,58,False
BIL,52.74,49.49,59,False
RAMCOSYS,40.18,45.94,54,False
INOXWIND,32.43,31.45,45,False
MHLXMIRU,50.95,46.85,39,False
ALEMBICLTD,39.06,36.97,49,False
LFIC,9.96,22.38,41,False
BYKE,36.0,29.54,43,False
ZYDUSLIFE,37.89,38.49,53,False
AVANTIFEED,55.07,56.54,63,False
MALLCOM,38.94,38.9,48,False
GRWRHITECH,39.85,43.33,53,False
CINEVISTA,47.98,44.37,45,False
SHIVATEX,37.96,37.08,47,False
DCM,36.49,35.68,45,False
MAHLIFE,46.88,47.43,39,False
KTKBANK,39.42,47.73,42,False
DALBHARAT,47.51,46.39,46,False
CROWN,36.13,28.82,45,False
BSHSL,19.17,22.55,17,False
DCMSHRIRAM,49.72,47.63,53,False
AWL,29.04,31.36,32,False
RPSGVENT,41.67,35.76,47,False
AJANTPHARM,72.4,62.87,62,False
BLBLIMITED,41.17,36.97,35,False
DEVIT,27.38,27.52,32,False
FIBERWEB,54.53,43.27,48,False
SPENCERS,38.59,27.84,21,False
MANYAVAR,25.92,14.03,31,False
DCW,32.07,24.85,37,False
SAGARDEEP,45.41,40.79,44,False
BANKA,27.59,31.21,33,False
SOFTTECH,33.46,31.9,46,False
DEEPAKFERT,22.42,28.17,51,False
PRITI,34.22,24.08,23,False
BLUESTARCO,58.52,50.11,60,False
CALSOFT,30.3,43.32,46,False
VIPULLTD,60.33,54.56,49,False
MITCON,41.74,38.33,33,False
TVSMOTOR,56.76,64.64,78,False
GATEWAY,50.11,41.54,30,False
GMRP&UI,36.26,41.15,57,False
CHALET,49.46,45.21,52,False
DHAMPURSUG,40.72,36.62,28,False
NLCINDIA,58.94,55.94,52,False
AKSHOPTFBR,38.55,29.92,33,False
MSUMI,41.5,46.64,52,False
INDOBORAX,47.37,51.38,55,False
VETO,32.63,36.58,43,False
DIL,14.32,21.43,19,False
MUKTAARTS,33.79,27.83,41,False
VRLLOG,55.67,50.26,40,False
SHAILY,31.38,42.23,61,False
PNBGILTS,37.49,35.84,38,False
ASTRON,20.89,24.06,28,False
OBCL,43.15,46.06,43,False
SONAMLTD,45.95,43.03,49,False
DRREDDY,46.67,46.41,50,False
PRIVISCL,44.32,54.9,66,False
AVROIND,46.88,44.09,47,False
GAEL,69.48,69.49,47,False
BCG,31.47,35.11,33,False
USHAMART,39.57,49.87,54,False
UMAEXPORTS,19.92,26.83,40,False
CHOICEIN,47.6,51.02,71,False
VERANDA,50.19,45.15,44,False
E2E,40.89,39.28,54,False
RITCO,36.84,37.78,48,False
ELDEHSG,51.21,56.62,54,False
TTML,45.26,34.58,33,False
KHAICHEM,33.13,33.37,42,False
HARDWYN,42.11,51.18,37,False
HARIOMPIPE,53.15,47.41,45,False
ANUP,28.32,29.41,47,False
VCL,64.35,70.79,64,False
UFO,40.81,45.37,31,False
AGROPHOS,38.37,44.01,43,False
ROTO,41.04,34.72,44,False
PIXTRANS,37.13,34.22,49,False
EICHERMOT,51.09,62.22,80,False
ARVINDFASN,49.55,45.72,47,False
INDOAMIN,37.69,34.71,42,False
TIPSMUSIC,54.39,46.01,53,False
EQUITASBNK,64.14,61.87,45,False
BALAJITELE,25.07,39.32,48,False
EIDPARRY,37.4,39.89,55,False
EIHOTEL,24.82,29.87,46,False
TPLPLASTEH,33.04,31.41,48,False
NILAINFRA,31.75,32.61,40,False
ORCHPHARMA,34.2,42.0,48,False
ARROWGREEN,27.8,33.99,46,False
ELECTCAST,42.02,33.36,35,False
KRITIKA,28.72,25.34,41,False
STARTECK,32.73,34.17,41,False
STLTECH,56.31,49.62,45,False
IOB,45.15,42.12,41,False
TAJGVK,40.84,41.63,55,False
MSTCLTD,41.71,40.81,32,False
DPABHUSHAN,35.32,35.46,55,False
CAMPUS,43.31,42.02,47,False
ELGIEQUIP,39.47,38.01,40,False
TRU,31.04,33.61,18,False
CREATIVEYE,39.36,42.69,52,False
PNCINFRA,33.36,23.32,30,False
PGHL,17.51,34.41,50,False
RAINBOW,20.82,27.02,43,False
SILVERTUC,66.3,71.73,82,False
SKIPPER,32.48,31.85,49,False
LICI,39.58,40.22,46,False
SAKAR,51.82,60.73,53,False
ESABINDIA,55.13,58.14,55,False
RVNL,63.28,51.92,52,False
PRUDENT,48.02,44.71,56,False
MAHESHWARI,38.16,23.62,28,False
ESCORTS,36.53,42.82,53,False
METROPOLIS,44.24,45.52,55,False
POLYCAB,44.31,48.8,63,False
VENUSPIPES,29.01,30.16,41,False
DELHIVERY,56.1,51.28,50,False
SPLPETRO,45.16,38.39,46,False
KHANDSE,38.46,32.83,35,False
RELCHEMQ,29.51,25.39,28,False
HIKAL,26.23,19.89,36,False
SUBEXLTD,26.2,28.17,21,False
SOUTHWEST,55.61,63.85,57,False
KPITTECH,24.33,35.67,37,False
TRIDENT,43.92,37.95,30,False
PARADEEP,42.72,40.64,53,False
ETHOSLTD,38.3,43.32,50,False
EMUDHRA,38.57,28.62,47,False
EPL,38.04,38.7,48,False
AETHER,66.75,69.48,63,False
HAVELLS,29.21,27.21,46,False
NEXTMEDIA,32.86,30.48,42,False
GOLDTECH,35.77,33.04,26,False
CHEVIOT,33.76,32.29,35,False
SMARTLINK,46.44,40.03,43,False
AIRAN,30.52,25.98,34,False
AXITA,56.44,54.0,32,False
NEOGEN,50.54,43.02,46,False
ALANKIT,35.89,21.93,34,False
EVERESTIND,29.65,31.71,30,False
VIKASLIFE,30.41,23.72,16,False
ONEPOINT,49.55,51.02,46,False
AAATECH,51.39,54.38,55,False
AAREYDRUGS,34.53,43.53,53,False
ABAN,23.9,22.98,31,False
ABMINTLLTD,32.23,37.11,43,False
ACL,29.71,36.55,34,False
AGSTRA,43.66,32.26,22,False
AKSHAR,31.96,35.11,14,False
ALLCARGO,33.0,24.87,20,False
ANKITMETAL,43.68,37.35,36,False
ANSALAPI,15.67,23.22,37,False
ARSHIYA,39.49,30.96,33,False
ASMS,37.81,34.24,34,False
ATLANTAA,53.61,52.59,60,False
AXISCADES,45.5,44.78,55,False
BAFNAPH,27.62,44.02,51,False
BCONCEPTS,40.13,40.09,26,False
BEML,52.44,44.71,50,False
BETA,29.84,29.92,46,False
BFUTILITIE,35.86,30.84,44,False
BGRENERGY,42.01,59.5,69,False
BHARATGEAR,57.57,57.48,52,False
BLUECOAST,20.94,35.01,51,False
BVCL,58.23,52.28,46,False
CCCL,31.08,40.03,60,False
CENTEXT,49.11,46.66,45,False
CEREBRAINT,32.44,40.24,43,False
CLEDUCATE,34.02,36.05,41,False
COFFEEDAY,36.52,38.6,38,False
COMPINFO,31.29,36.21,25,False
COMSYN,78.33,68.15,68,False
CYBERMEDIA,52.74,48.0,33,False
CYBERTECH,33.08,47.19,45,False
DALMIASUG,35.61,28.19,40,False
DIGISPICE,28.37,36.9,39,False
DIGJAMLMTD,45.24,49.53,39,False
ELGIRUBCO,35.3,34.86,45,False
EMKAY,36.17,44.24,56,False
EQUIPPP,39.29,43.64,39,False
ESSARSHPNG,47.76,46.25,48,False
EUROTEXIND,42.49,45.52,48,False
EXCEL,39.37,45.33,58,False
EXXARO,36.68,42.07,40,False
FCL,42.5,40.75,41,False
FEL,50.67,41.16,36,False
FELDVR,45.22,38.03,31,False
FLFL,34.67,39.71,35,False
FMNL,43.38,37.12,47,False
GAYAHWS,26.51,41.99,51,False
GEEKAYWIRE,32.03,28.6,30,False
GENSOL,55.46,25.22,26,False
GINNIFILA,36.24,39.04,44,False
GOLDENTOBC,47.38,38.28,30,False
GUJAPOLLO,37.43,41.67,53,False
GUJRAFFIA,34.39,44.37,47,False
GVKPIL,29.96,35.01,23,False
HBSL,26.33,35.38,46,False
HDIL,21.02,26.9,40,False
HITECHGEAR,39.06,44.2,54,False
HMT,34.71,34.6,41,False
HTMEDIA,39.47,41.62,40,False
HYBRIDFIN,62.71,58.01,65,False
ICDSLTD,41.68,41.68,46,False
IL&FSENGG,33.14,29.78,40,False
IL&FSTRANS,46.24,40.69,42,False
IMPEXFERRO,37.41,34.71,24,False
INDOTHAI,24.01,41.38,58,False
INTENTECH,45.09,49.61,48,False
IZMO,25.79,42.56,54,False
JAYBARMARU,44.65,46.53,41,False
JITFINFRA,57.11,43.59,43,False
KARMAENG,22.61,31.37,33,False
KAUSHALYA,26.11,38.67,43,False
KAYA,34.14,38.54,48,False
KINGFA,55.83,54.07,65,False
KIOCL,51.47,48.1,49,False
KNAGRI,28.02,29.19,47,False
LAKPRE,47.65,47.46,49,False
LANCORHOL,56.47,55.66,34,False
LASA,44.72,39.54,31,False
LATTEYS,38.27,44.56,49,False
LEMERITE,38.96,58.29,81,False
LEXUS,30.48,35.92,39,False
LOTUSEYE,71.72,73.33,67,False
MAHASTEEL,51.33,71.38,89,False
MAHSCOOTER,41.77,40.9,60,False
MANAKALUCO,55.0,60.68,60,False
MANUGRAPH,26.65,30.95,36,False
MASKINVEST,43.1,45.16,54,False
MCL,73.5,75.49,68,False
MCLEODRUSS,38.34,47.27,56,False
MEDICO,52.09,52.96,43,False
MEGASOFT,43.1,53.08,65,False
MEGASTAR,46.1,46.03,41,False
MEP,15.6,34.97,15,False
MIRCELECTR,56.75,59.38,60,False
MOHITIND,25.76,33.51,47,False
MTEDUCARE,23.94,29.39,33,False
NACLIND,34.83,38.31,51,False
NAGREEKCAP,46.08,45.76,55,False
NARMADA,68.78,67.47,55,False
NDLVENTURE,46.6,54.41,48,False
NIFTY1,40.36,50.18,63,False
NIFTYADD,41.92,51.73,64,False
NIFTYMIDCAP150,43.17,49.63,59,False
NIFTYMIDLIQ15,41.75,50.65,62,False
NILASPACES,41.29,43.42,62,False
NORBTEAEXP,69.66,80.66,85,False
NURECA,44.76,50.76,45,False
OLAELEC,38.28,33.68,18,False
OMKARCHEM,46.41,44.57,42,False
ONELIFECAP,57.09,55.9,51,False
OSIAHYPER,32.76,37.47,30,False
OSWALSEEDS,45.03,44.44,31,False
PALREDTEC,36.33,35.75,25,False
PANACHE,36.14,43.64,58,False
PIGL,35.25,35.08,50,False
PKTEA,40.54,44.0,57,False
PNC,36.01,35.29,34,False
PRAENG,29.23,41.88,48,False
PRAXIS,26.78,32.8,33,False
PREMIER,54.6,43.38,48,False
PROZONER,41.47,49.81,55,False
PVP,41.71,50.76,56,False
RAJRILTD,32.18,34.44,48,False
RCOM,42.13,36.68,42,False
RELIABLE,62.23,62.87,68,True
RHFL,32.6,36.26,43,False
RISHABH,47.81,49.87,41,False
RVHL,28.92,39.69,45,False
SABEVENTS,91.21,80.28,61,False
SADBHIN,41.75,35.84,41,False
SADHNANIQ,43.35,31.41,26,False
SALSTEEL,49.66,60.4,66,False
SANCO,63.12,56.64,42,False
SANWARIA,44.78,33.12,36,False
SEJALLTD,37.85,47.97,59,False
SELMC,41.32,42.69,30,False
SETUINFRA,43.22,38.09,44,False
SEYAIND,44.49,41.75,43,False
SHREERAMA,53.01,57.1,64,False
SICALLOG,48.35,45.58,36,False
SIGMA,40.61,42.13,18,False
SIKKO,36.69,44.44,50,False
SILGO,51.17,57.67,73,False
SILINV,29.77,30.4,45,False
SILLYMONKS,35.93,48.5,50,False
SIMBHALS,40.03,29.27,29,False
SITINET,42.19,31.92,34,False
SOMATEX,46.14,59.23,68,False
SPCENET,31.1,39.0,32,False
SRD,29.13,30.68,46,False
SRPL,36.0,39.31,28,False
SUMEETINDS,34.89,47.18,53,False
SUPREMEINF,39.67,38.46,52,False
TAKE,72.11,79.61,72,False
TARAPUR,43.11,46.38,59,False
TATAGOLD,63.06,86.74,96,False
TEAMGTY,43.71,50.94,64,False
TECILCHEM,35.46,37.82,44,False
TERASOFT,43.25,50.34,68,False
TICL,34.9,38.36,45,False
TREJHARA,32.11,41.74,50,False
TRIGYN,30.51,30.17,33,False
UNITEDPOLY,35.46,44.48,60,False
VHL,36.09,35.05,47,False
VHLTD,52.38,58.84,31,False
VIJIFIN,41.52,41.46,51,False
VIRINCHI,40.82,38.96,35,False
VISASTEEL,29.8,41.4,56,False
WEBELSOLAR,41.89,35.42,51,False
WELINV,50.28,57.02,61,False
WEWIN,42.5,41.69,41,False
WINSOME,32.34,31.81,34,False
XELPMOC,54.73,63.56,56,False
ZENITHSTL,23.14,29.24,43,False
